Epoch,LR,Loss,Accuracy,NC1,NC2,NC3,NC4
1,0.05,2.3644645094299315,9.572,2586.141796875,0.4611065089702606,1.639150439915639,0.5432000160217285
2,0.05,2.3068645388031004,9.694,2593.42734375,0.4483705759048462,1.6066826790171405,0.957040011882782
3,0.05,2.3039719355010986,10.044,2358.4611328125,0.37468966841697693,1.3225166702795832,0.9533399939537048
4,0.05,2.3035971874237062,10.078,2178.2224609375,0.3521195948123932,1.1037507002113358,0.9652600288391113
5,0.05,2.3034175301361084,10.276,2054.3015625,0.5981333255767822,1.2701550057750524,0.9645400047302246
6,0.05,2.3030186450195314,10.282,1767.8328125,0.46881359815597534,0.9258268630688349,0.8304200172424316
7,0.05,2.3030303211975096,10.338,2134.15625,0.588549017906189,1.2130504879713868,0.9875199794769287
8,0.05,2.302886611251831,10.542,1506.38125,0.41354504227638245,0.7976425568485865,0.5345600247383118
9,0.05,2.3030982560729982,10.362,1053.9328125,0.35770756006240845,0.6554351669228851,0.9188600182533264
10,0.05,2.302615030822754,10.246,1374.63310546875,0.4204965829849243,0.5886968941916315,0.9407600164413452
11,0.05,2.30251130821228,10.418,1078.01162109375,0.5089356303215027,0.5840375823881381,0.7391800284385681
12,0.05,2.301901342544556,10.758,1431.896484375,0.5542505979537964,0.6971967946997779,0.6467999815940857
13,0.05,2.301573267669678,10.862,1112.4337890625,0.6057677865028381,0.5737340006088267,0.9064800143241882
14,0.05,2.30144228225708,10.83,1417.7953125,0.5451475381851196,0.6208438477429468,0.7578200101852417
15,0.05,2.3008717424774168,11.05,1079.09794921875,0.587181031703949,0.49733808425231985,0.5911999940872192
16,0.05,2.299797977218628,11.108,1146.6314453125,0.5265659093856812,0.5599267772766012,0.8789799809455872
17,0.05,2.29815521522522,11.48,1041.00322265625,0.5631937384605408,0.4736576312193961,0.5678600072860718
18,0.05,2.2960705206298826,11.898,978.0275390625,0.5185797214508057,0.4141871858300874,0.4812600016593933
19,0.05,2.2932066260528563,12.362,699.15126953125,0.7153895497322083,0.4972634337685946,0.3919999897480011
20,0.05,2.2887468424987794,12.726,893.69599609375,0.5200104713439941,0.40600917714784046,0.39353999495506287
21,0.05,2.284680880584717,13.178,395.064697265625,0.5015181303024292,0.41495527834701207,0.684660017490387
22,0.05,2.2769917921447753,14.11,237.02861328125,0.4857766628265381,0.39597827899468996,0.5400800108909607
23,0.05,2.2632479946899413,15.13,287.1318115234375,0.5848641991615295,0.39922328016677966,0.3765999972820282
24,0.05,2.247077459869385,16.15,218.82333984375,0.4978659152984619,0.3486795469542727,0.453139990568161
25,0.05,2.224627878112793,17.808,154.7882080078125,0.4431482255458832,0.27780038240422655,0.38194000720977783
26,0.05,2.1923462866210937,19.62,143.538134765625,0.4202624261379242,0.2952862693986482,0.45034000277519226
27,0.05,2.1465222522735594,21.742,62.95353393554687,0.39534664154052734,0.27313287142897025,0.4593600034713745
28,0.05,2.086474149093628,24.626,54.31768798828125,0.46473604440689087,0.3114121263369185,0.42017999291419983
29,0.05,2.002327575378418,28.354,33.71321105957031,0.3868301212787628,0.20973424915524674,0.3465999960899353
